symbol,date,year,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
CZR,2013-12-31,2013,8559700000.0,9.32035206173,658400000.0,7901300000.0,0.0,2168600000.0,10794300000.0,-2234600000.0,2253000000.0,-4459500000.0,-1549700000.0,0.0,0.0,-2948200000.0,0.0,-2948200000.0,-22.93,-22.93,128600000.0,128600000.0,0.0,0.923081416405,-0.132808392818,-0.261060551188,-0.344427958924,-0.0976319263526,-1136800000.0,-2234600000.0,-2948200000.0,-0.520987885089,-0.344427958924,2771200000.0,0.0,2771200000.0,0.0,45600000.0,3770300000.0,13237900000.0,6551000000.0,28500000.0,8700000.0,20918600000.0,24688900000.0,442700000.0,197100000.0,2530800000.0,20918400000.0,21115500000.0,0.0,130000000.0,203500000.0,23394400000.0,27810900000.0,7214200000,-10320700000.0,-3122000000.0,28500000.0,18344300000.0,0.0,1885700000.0,1097800000.0,56500000.0,-109400000.0,726300000.0,-19500000.0,0.0,467300000.0,-6512100000.0,-2554000000.0,-0.0,651100000.0,0.0,1009000000.0,-835700000.0,0.0
CZR,2012-12-31,2012,829400000.0,0.215238095238,660100000.0,169300000.0,0.0,2103800000.0,8900100000.0,-313400000.0,2101300000.0,-1382700000.0,-870500000.0,0.0,0.0,-1497500000.0,0.0,-1497500000.0,-11.95,-11.95,125300000.0,125300000.0,0.0,0.204123462744,1.0563057632,-0.377863515795,-1.80552206414,-0.580178442247,876100000.0,-313400000.0,-1497500000.0,-1.66710875332,-1.80552206414,1757500000.0,0.0,1757500000.0,0.0,52000000.0,3493600000.0,15701700000.0,7146000000.0,0.0,114900000.0,24504500000.0,27998100000.0,376200000.0,879900000.0,2588300000.0,20532200000.0,21412100000.0,0.0,147000000.0,138600000.0,24866300000.0,28409800000.0,6938100000,-7280200000.0,-411700000.0,0.0,19654600000.0,0.0,955200000.0,1189500000.0,55100000.0,26500000.0,507700000.0,-37900000.0,0.0,-641500000.0,-15800000.0,-1740100000.0,-0.0,1472600000.0,18800000.0,857600000.0,-481200000.0,0.0
CZR,2011-12-31,2011,682500000.0,-0.920205303278,665700000.0,16800000.0,0.0,2118500000.0,7959000000.0,875500000.0,2122300000.0,-1173600000.0,-506900000.0,0.0,0.0,-687600000.0,0.0,-687600000.0,-5.5,-5.5,125100000.0,125100000.0,0.0,0.0246153846154,2.90754578755,1.28278388278,-1.00747252747,-0.234578754579,1984400000.0,875500000.0,-687600000.0,-1.71956043956,-1.00747252747,904600000.0,0.0,904600000.0,0.0,44900000.0,1837200000.0,17266000000.0,8120700000.0,94200000.0,170500000.0,26678400000.0,28515600000.0,293900000.0,40400000.0,1602800000.0,19759500000.0,19799900000.0,0.0,0.0,0.0,24957600000.0,27508900000.0,6885100000,-5782700000.0,1006700000.0,94200000.0,18895300000.0,0.0,948500000.0,1108900000.0,22200000.0,123100000.0,305900000.0,-0.0,0.0,-1017000000.0,-43700000.0,-904600000.0,-0.0,811500000.0,0.0,-82400000.0,-182800000.0,0.0
CZR,2010-12-31,2010,8553200000.0,-0.039764690033,4690500000.0,3862700000.0,0.0,2170600000.0,3378100000.0,484600000.0,1981600000.0,-1323600000.0,-492500000.0,7800000.0,-26100000.0,-831100000.0,0.0,-831100000.0,-8.37,-8.37,105459614.0,99300000.0,0.0,0.4516,0.179,0.0769,-0.097,-0.0055,1529700000.0,658000000.0,-823300000.0,-0.1547,-0.0972,987000000.0,0.0,987000000.0,393200000.0,50400000.0,1790500000.0,17766600000.0,8132700000.0,94000000.0,175800000.0,26797200000.0,28587700000.0,251400000.0,55600000.0,1582800000.0,18785500000.0,18841100000.0,0.0,5623700000.0,0.0,25332300000.0,26915100000.0,-168800000.0,-5105600000.0,1632800000.0,94000000.0,17854100000.0,359900000.0,1275800000.0,871700000.0,18100000.0,104400000.0,-151300000.0,-96000000.0,-30500000.0,-278500000.0,275300000.0,0.0,0.0,187400000.0,0.0,70300000.0,-46900000.0,-9.5576
CZR,2009-12-31,2009,8907400000.0,-0.0491,4735000000.0,4172400000.0,0.0,2169500000.0,4778000000.0,-605600000.0,1892500000.0,2479400000.0,1651800000.0,18800000.0,0.0,827600000.0,354800000.0,472800000.0,6.67,3.95,,70900000.0,0.0,0.4684,0.589,0.4908,0.053,-0.0274,5243900000.0,4371900000.0,846400000.0,0.2784,0.0929,918100000.0,0.0,918100000.0,323500000.0,52700000.0,1598900000.0,17924800000.0,8408200000.0,94000000.0,148200000.0,27380300000.0,28979200000.0,260800000.0,74300000.0,1605500000.0,18868800000.0,18943100000.0,0.0,5856900000.0,0.0,28240700000.0,29846200000.0,-134000000.0,-4269300000.0,-922900000.0,94000000.0,18025000000.0,304600000.0,1270400000.0,872000000.0,16400000.0,220200000.0,-464500000.0,-66900000.0,0.0,-523300000.0,752100000.0,0.0,0.0,570700000.0,0.0,267600000.0,-244300000.0,-9.5576
F,2013-12-31,2013,1.46917e+11,0.100015723388,1.25234e+11,21683000000.0,6400000000.0,13176000000.0,1.51586e+11,7001000000.0,3689000000.0,7001000000.0,-147000000.0,0.0,0.0,7155000000.0,0.0,7155000000.0,1.82,1.76,3935000000.0,4087000000.0,0.385123562515,0.147586732645,0.0476527563182,0.0476527563182,0.0487009672128,0.0261848526719,7001000000.0,7001000000.0,7155000000.0,0.0476527563182,0.0487009672128,14468000000.0,20157000000.0,34625000000.0,77481000000.0,7708000000.0,42457000000.0,27616000000.0,0.0,22100000000.0,13283000000.0,1.59569e+11,2.02026e+11,18035000000.0,1257000000.0,37003000000.0,14426000000.0,15683000000.0,0.0,0.0,0.0,36521000000.0,1.75643e+11,20917000000,23658000000.0,26383000000.0,42257000000.0,1215000000.0,0.0,1.02119e+11,0.0,0.0,10444000000.0,6597000000.0,-0.0,-1959000000.0,-4109000000.0,-25026000000.0,-213000000.0,-1574000000.0,8133000000.0,-37000000.0,14468000000.0,3847000000.0,0.0
F,2012-12-31,2012,133559000000.0,-0.0150879392353,113039000000.0,20520000000.0,0.0,11529000000.0,11606000000.0,8914000000.0,3828000000.0,7639000000.0,2026000000.0,-1000000.0,0.0,5613000000.0,0.0,5613000000.0,1.47,1.41,3812661996.0,3812661996.0,0.2,0.1536,0.126,0.0859,0.042,0.0266,16767000000.0,11467000000.0,5612000000.0,0.0572,0.042,15659000000.0,,,81869000000.0,7362000000.0,,24942000000.0,0.0,,15185000000.0,,189406000000.0,19308000000.0,,,,105058000000.0,0.0,470000000.0,0.0,,173095000000.0,-22854000000.0,18077000000.0,15947000000.0,38833000000.0,,,,5300000000.0,140000000.0,9045000000.0,-5488000000.0,0.0,-8998000000.0,-14290000000.0,4434000000.0,-125000000.0,-763000000.0,3705000000.0,51000000.0,-1489000000.0,3557000000.0,-2.7561
F,2011-12-31,2011,135605000000.0,1,113611000000.0,21994000000.0,0.0,10884000000.0,10848000000.0,11146000000.0,4431000000.0,8672000000.0,-11541000000.0,9000000.0,0.0,20213000000.0,0.0,20213000000.0,5.33,4.94,3800100206.0,3800100206.0,0.0,0.1622,0.097,0.0966,0.149,0.0405,13103000000.0,13103000000.0,20222000000.0,0.064,0.1491,17148000000.0,,,78541000000.0,5901000000.0,,22371000000.0,100000000.0,,15125000000.0,,178348000000.0,17724000000.0,,,,99488000000.0,0.0,696000000.0,0.0,,163277000000.0,-18734000000.0,12985000000.0,15028000000.0,34392000000.0,,,,0.0,0.0,9784000000.0,-4293000000.0,264000000.0,523000000.0,-3041000000.0,-4333000000.0,0.0,0.0,-4241000000.0,-159000000.0,2343000000.0,5491000000.0,-3.1822
F,2010-12-31,2010,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
F,2009-12-31,2009,116283000000.0,-0.1901,98866000000.0,17417000000.0,0.0,13029000000.0,14059000000.0,3358000000.0,6790000000.0,2604000000.0,-113000000.0,0.0,-5000000.0,2717000000.0,0.0,2717000000.0,0.91,0.86,3307100876.0,2992000000.0,0.0,0.1498,0.081,0.0808,0.023,0.0982,9394000000.0,9394000000.0,2717000000.0,0.0224,0.0234,20894000000.0,,,83086000000.0,5041000000.0,,22637000000.0,165000000.0,,3479000000.0,,192040000000.0,14301000000.0,,,,131635000000.0,0.0,2421000000.0,0.0,,199822000000.0,-10864000000.0,-13599000000.0,-7820000000.0,41024000000.0,,,,0.0,0.0,15477000000.0,-4059000000.0,39000000.0,11025000000.0,6619000000.0,-21710000000.0,2450000000.0,0.0,-22830000000.0,454000000.0,-910000000.0,11418000000.0,-3.9565
NKE,2013-05-31,2013,25313000000.0,0.0491130636605,14279000000.0,11034000000.0,0.0,7780000000.0,7780000000.0,2485000000.0,0.0,1240000000.0,808000000.0,0.0,0.0,2485000000.0,0.0,2485000000.0,2.77,2.69,897300000.0,916400000.0,0.767132256656,0.435902500691,0.118437166673,0.0981709003279,0.0981709003279,0.0944573934342,2998000000.0,2485000000.0,2485000000.0,0.0489866866827,0.0981709003279,3337000000.0,2628000000.0,5965000000.0,3117000000.0,3434000000.0,13626000000.0,2452000000.0,513000000.0,0.0,308000000.0,3958000000.0,17584000000.0,1646000000.0,57000000.0,3926000000.0,1210000000.0,1267000000.0,0.0,98000000.0,0.0,2502000000.0,6428000000.0,5187000000,5695000000.0,11156000000.0,2628000000.0,-2070000000.0,0.0,0.0,513000000.0,174000000.0,3027000000.0,636000000.0,-0.0,-2877000000.0,-967000000.0,-49000000.0,-1674000000.0,-703000000.0,-1040000000.0,100000000.0,1020000000.0,2391000000.0,0.0
NKE,2012-05-31,2012,24128000000.0,0.156552583645,13657000000.0,10471000000.0,0.0,7431000000.0,7431000000.0,2983000000.0,0.0,2983000000.0,760000000.0,0.0,0.0,2223000000.0,0.0,2223000000.0,4.83,4.73,460000000.0,469800000.0,1.31758194977,0.433977122016,0.140417771883,0.12363229443,0.0921336206897,0.0539622015915,3388000000.0,2983000000.0,2223000000.0,0.12363229443,0.0921336206897,2317000000.0,1440000000.0,3757000000.0,3280000000.0,3350000000.0,11531000000.0,2279000000.0,736000000.0,0.0,274000000.0,3934000000.0,15465000000.0,1588000000.0,49000000.0,3865000000.0,228000000.0,277000000.0,0.0,67000000.0,0.0,1219000000.0,5084000000.0,4641000000,5588000000.0,10381000000.0,1440000000.0,-2040000000.0,0.0,0.0,405000000.0,130000000.0,1899000000.0,597000000.0,-0.0,-690000000.0,514000000.0,-203000000.0,-1814000000.0,-619000000.0,-2118000000.0,67000000.0,362000000.0,1302000000.0,0.0
NKE,2011-05-31,2011,20862000000.0,0.0971915430735,11354000000.0,9508000000.0,0.0,6693000000.0,6693000000.0,2844000000.0,0.0,2844000000.0,711000000.0,0.0,0.0,2133000000.0,0.0,2133000000.0,4.48,4.39,475500000.0,485700000.0,1.14268066708,0.455756878535,0.153484804908,0.136324417601,0.102243313201,0.0661489790049,3202000000.0,2844000000.0,2133000000.0,0.136324417601,0.102243313201,1955000000.0,2583000000.0,4538000000.0,3138000000.0,2715000000.0,11297000000.0,2115000000.0,692000000.0,0.0,312000000.0,3701000000.0,14998000000.0,1469000000.0,200000000.0,3958000000.0,276000000.0,476000000.0,0.0,117000000.0,0.0,1197000000.0,5155000000.0,3944000000,5801000000.0,9843000000.0,2583000000.0,-1479000000.0,0.0,0.0,358000000.0,105000000.0,1812000000.0,432000000.0,-0.0,-1859000000.0,-1021000000.0,-8000000.0,-1859000000.0,-555000000.0,-1972000000.0,57000000.0,-1124000000.0,1380000000.0,0.0
NKE,2010-05-31,2010,19014000000.0,-0.00844806007509,10213600000.0,8800400000.0,0.0,6326400000.0,6326400000.0,2516900000.0,0.0,2516900000.0,610200000.0,0.0,0.0,1906700000.0,0.0,1906700000.0,3.93,3.86,0.0,0.0,0.0,0.462837908909,0.153171347428,0.132370884611,0.10027874198,0.148790364994,2912400000.0,2516900000.0,1906700000.0,0.132370884611,0.10027874198,3079100000.0,2066800000.0,5145900000.0,2649800000.0,2040800000.0,10959200000.0,1931900000.0,654600000.0,0.0,248800000.0,3460100000.0,14419300000.0,1254500000.0,7400000.0,3364200000.0,445800000.0,453200000.0,0.0,59300000.0,0.0,694600000.0,4665600000.0,3443300000,6095500000.0,9753700000.0,2066800000.0,-2625900000.0,0.0,606800000.0,395500000.0,159000000.0,3164200000.0,335100000.0,-0.0,-741200000.0,-1267500000.0,-32200000.0,-741200000.0,-505400000.0,-1061200000.0,-47500000.0,788000000.0,2829100000.0,0.0
NKE,2009-05-31,2009,19176000000.0,0.0295,10572000000.0,8604000000.0,0.0,6150000000.0,6746000000.0,1858000000.0,-10000000.0,1957000000.0,470000000.0,0.0,0.0,1487000000.0,0.0,1487000000.0,0.767,0.757,1937394444.0,,0.24,0.4487,0.119,0.1015,0.078,0.0685,2282000000.0,1947000000.0,1487000000.0,0.1021,0.0775,2291100000.0,1164000000.0,3455100000.0,2883900000.0,2357000000.0,3515600000.0,1957700000.0,660900000.0,0.0,1169400000.0,1279500000.0,13249600000.0,1031900000.0,374900000.0,3277000000.0,437200000.0,812100000.0,0.0,928300000.0,0.0,1279500000.0,4556500000.0,367500000.0,5451400000.0,8693100000.0,1164000000.0,-2643000000.0,1038000000.0,1870200000.0,335000000.0,171000000.0,1736000000.0,-423000000.0,0.0,-328000000.0,-798000000.0,170000000.0,-462000000.0,-467000000.0,-734000000.0,-47000000.0,157000000.0,1313000000.0,0.0921
BABA,2013-03-31,2013,5544899598.3936,0.744739693857,1561285140.5622,3983614457.8313,602891566.2651,1044497991.9679,2256546184.739,1727068273.0924,252530120.4819,1604658634.5382,234056224.8996,18795180.7229,0.0,1370602409.6386,20562248.996,1350040160.6426,0.588,0.5735,,2948112449.7992,0.0,0.7184,0.0582,0.3349,0.039,0.3556,2007389558.2329,1857188755.0201,1389397590.3614,0.2894,0.2472,4882891566.2651,1179919678.7149,6062811244.98,0.0,0.0,6933654618.4739,611726907.6305,2172369477.9116,288674698.7952,0.0,3313092369.4779,10246746987.9518,0.0,875180722.8916,3854618473.8956,3608353413.6546,4483534136.5462,854297188.755,144899598.3936,495261044.1767,4617670682.7309,8472289156.6265,-268915662.6506,-3291726907.6305,-3855421.6867,1468594377.51,,,2979437751.004,150200803.2129,202248995.9839,2325461847.3896,-353734939.759,80160642.5703,307469879.5181,87550200.8032,4326425702.8112,-3746024096.3855,0.0,-225863453.8153,-12208835.3414,2174939759.0361,1971726907.6305,0.019
BABA,2012-03-31,2012,3178066973.4963,,1040152356.7688,2137914616.7275,459768290.7475,836216473.5756,1342009204.8881,795905411.8394,10791937.7877,804634185.05,133629582.6059,69354070.7824,0.0,671004602.4441,0.0,671004602.4441,0.2714,0.265,,,0.0,0.6727,0.0476,0.2566,0.0335,0.355,953499444.5326,815426122.8376,740358673.2265,0.2532,0.2111,2675289636.5656,961910807.8083,3637200444.3739,0.0,0.0,4427709887.3195,390890334.8675,2141247421.0443,299952388.5098,0.0,3064751626.7259,7492461514.0454,0.0,203618473.2582,1864942072.6869,0.0,203618473.2582,774321536.2641,125059514.3628,118235200.7618,166005395.9689,2030947468.6558,-336454531.0268,1992064751.6267,4997302015.5531,1261863196.318,,,1661323599.4287,138073321.695,199016029.2017,1471988573.2423,-343913664.4977,-33486748.1352,692112363.117,-19838120.9332,19203301.0633,97762259.9587,0.0,75384859.5461,-8570068.2431,1518965243.6121,1128074908.7446,0.019
